#chr	start	end	strand	transcript	gene	AED	QI2
8	40013690	40014978	-	transcript:Zm00001d009158_T006	gene:Zm00001d009158	0.42	0.5
8	40267885	40272449	-	transcript:Zm00001d009161_T001	gene:Zm00001d009161	0.04	0.6
8	41010962	41012858	+	transcript:Zm00001d009175_T001	gene:Zm00001d009175	0.26	0.66
8	41015133	41016293	-	transcript:Zm00001d009176_T001	gene:Zm00001d009176	0.04	0.75
8	40630094	40633047	+	transcript:Zm00001d009167_T002	gene:Zm00001d009167	0.12	0.75
8	41309496	41314056	+	transcript:Zm00001d009181_T005	gene:Zm00001d009181	0.34	0.6
8	41309496	41314056	+	transcript:Zm00001d009181_T004	gene:Zm00001d009181	0.34	0.5
8	42327174	42328176	+	transcript:Zm00001d009201_T001	gene:Zm00001d009201	0.13	0.5
8	43207255	43210029	-	transcript:Zm00001d009211_T001	gene:Zm00001d009211	0.25	0.5
8	43473646	43480156	-	transcript:Zm00001d009212_T013	gene:Zm00001d009212	0.17	0.5
8	44725177	44727230	+	transcript:Zm00001d009227_T001	gene:Zm00001d009227	0.24	0.66
8	44170815	44176530	-	transcript:Zm00001d009218_T001	gene:Zm00001d009218	0.35	0.57
8	44184964	44185787	-	transcript:Zm00001d009219_T001	gene:Zm00001d009219	0.48	0.75
8	44249375	44260948	+	transcript:Zm00001d009221_T002	gene:Zm00001d009221	0.20	0.71
8	44249375	44260948	+	transcript:Zm00001d009221_T001	gene:Zm00001d009221	0.18	0.75
8	45902673	45903679	+	transcript:Zm00001d009240_T001	gene:Zm00001d009240	0.47	0.66
8	45902673	45923440	+	transcript:Zm00001d009240_T002	gene:Zm00001d009240	0.38	0.75
8	47726676	47730283	+	transcript:Zm00001d009255_T001	gene:Zm00001d009255	0.15	0.5
8	47730908	47731363	+	transcript:Zm00001d009256_T001	gene:Zm00001d009256	0.30	0.5
8	47831136	47833586	+	transcript:Zm00001d009259_T001	gene:Zm00001d009259	0.26	0.33
8	47906365	47913252	-	transcript:Zm00001d009260_T001	gene:Zm00001d009260	0.38	0.33
8	49300167	49303351	+	transcript:Zm00001d009268_T001	gene:Zm00001d009268	0.26	0.75
8	49686479	49691260	+	transcript:Zm00001d009270_T013	gene:Zm00001d009270	0.33	0.66
8	50545435	50547966	-	transcript:Zm00001d009276_T003	gene:Zm00001d009276	0.29	0.75
8	50951435	50952959	-	transcript:Zm00001d009280_T001	gene:Zm00001d009280	0.41	0.5
8	52875683	52879218	+	transcript:Zm00001d009295_T001	gene:Zm00001d009295	0.04	0.75
8	54550613	54552941	+	transcript:Zm00001d009315_T001	gene:Zm00001d009315	0.34	0.66
8	55125290	55160548	-	transcript:Zm00001d009317_T001	gene:Zm00001d009317	0.46	0.62
8	54146224	54149083	+	transcript:Zm00001d009311_T001	gene:Zm00001d009311	0.27	0.4
8	55617126	55618479	+	transcript:Zm00001d009323_T001	gene:Zm00001d009323	0.38	0.5
8	56107812	56110752	+	transcript:Zm00001d009326_T005	gene:Zm00001d009326	0.23	0.5
8	56285123	56287078	+	transcript:Zm00001d009327_T001	gene:Zm00001d009327	0.49	0.6
8	56626091	56637799	-	transcript:Zm00001d009330_T002	gene:Zm00001d009330	0.28	0.71
8	56626091	56637799	-	transcript:Zm00001d009330_T001	gene:Zm00001d009330	0.28	0.75
8	56626180	56627334	-	transcript:Zm00001d009330_T004	gene:Zm00001d009330	0.42	0.66
8	56668732	56670937	+	transcript:Zm00001d009331_T001	gene:Zm00001d009331	0.44	0.33
8	57438030	57439756	+	transcript:Zm00001d009341_T001	gene:Zm00001d009341	0.26	0.33
8	57438032	57439754	+	transcript:Zm00001d009341_T004	gene:Zm00001d009341	0.22	0.33
8	57509576	57514939	-	transcript:Zm00001d009342_T001	gene:Zm00001d009342	0.22	0.33
8	57629494	57631230	-	transcript:Zm00001d009344_T002	gene:Zm00001d009344	0.44	0.33
8	57644930	57646526	+	transcript:Zm00001d009347_T001	gene:Zm00001d009347	0.32	0.5
8	57753540	57761017	+	transcript:Zm00001d009348_T001	gene:Zm00001d009348	0.35	0.69
8	57753541	57761017	+	transcript:Zm00001d009348_T004	gene:Zm00001d009348	0.34	0.71
8	57753790	57761017	+	transcript:Zm00001d009348_T009	gene:Zm00001d009348	0.21	0.63
8	58800530	58801139	+	transcript:Zm00001d009356_T001	gene:Zm00001d009356	0.10	0.66
8	57972242	57978279	-	transcript:Zm00001d009351_T001	gene:Zm00001d009351	0.50	0.45
8	57972242	57978279	-	transcript:Zm00001d009351_T002	gene:Zm00001d009351	0.49	0.41
8	57972242	57979142	-	transcript:Zm00001d009351_T003	gene:Zm00001d009351	0.38	0.5
8	59513338	59517339	-	transcript:Zm00001d009362_T001	gene:Zm00001d009362	0.15	0.6
8	59529737	59532754	-	transcript:Zm00001d009363_T001	gene:Zm00001d009363	0.42	0.5
8	60085859	60086584	-	transcript:Zm00001d009365_T003	gene:Zm00001d009365	0.44	0.5
8	60363997	60365482	-	transcript:Zm00001d009369_T001	gene:Zm00001d009369	0.13	0.33
8	56713304	56714783	+	transcript:Zm00001d009335_T001	gene:Zm00001d009335	0.27	0.66
8	61078230	61079330	-	transcript:Zm00001d009377_T001	gene:Zm00001d009377	0.28	0.66
8	62052783	62053903	-	transcript:Zm00001d009392_T001	gene:Zm00001d009392	0.12	0.33
8	62427904	62429218	+	transcript:Zm00001d009398_T004	gene:Zm00001d009398	0.26	0.33
8	62174756	62175348	+	transcript:Zm00001d009395_T001	gene:Zm00001d009395	0.02	0.5
8	63093293	63099917	+	transcript:Zm00001d009403_T002	gene:Zm00001d009403	0.12	0.5
8	63303339	63307427	+	transcript:Zm00001d009409_T004	gene:Zm00001d009409	0.12	0.75
8	63369959	63373351	+	transcript:Zm00001d009411_T001	gene:Zm00001d009411	0.33	0.66
8	63370020	63373519	+	transcript:Zm00001d009411_T003	gene:Zm00001d009411	0.32	0.66
8	63370484	63373395	+	transcript:Zm00001d009411_T004	gene:Zm00001d009411	0.36	0.66
8	64104560	64107561	+	transcript:Zm00001d009430_T001	gene:Zm00001d009430	0.15	0.71
8	64588227	64593921	+	transcript:Zm00001d009439_T001	gene:Zm00001d009439	0.23	0.72
8	64596135	64598982	-	transcript:Zm00001d009440_T003	gene:Zm00001d009440	0.25	0.75
8	64596135	64598982	-	transcript:Zm00001d009440_T002	gene:Zm00001d009440	0.24	0.5
8	65746369	65749020	+	transcript:Zm00001d009465_T002	gene:Zm00001d009465	0.26	0.5
8	64912459	64915463	-	transcript:Zm00001d009450_T001	gene:Zm00001d009450	0.43	0.66
8	63763964	63765287	+	transcript:Zm00001d009421_T001	gene:Zm00001d009421	0.34	0.66
8	63771442	63772986	+	transcript:Zm00001d009423_T003	gene:Zm00001d009423	0.24	0.5
8	63771442	63772986	+	transcript:Zm00001d009423_T002	gene:Zm00001d009423	0.17	0.75
8	63799335	63826993	+	transcript:Zm00001d009424_T005	gene:Zm00001d009424	0.36	0.73
8	63799335	63826993	+	transcript:Zm00001d009424_T001	gene:Zm00001d009424	0.37	0.72
8	66130669	66133282	+	transcript:Zm00001d009472_T004	gene:Zm00001d009472	0.09	0.5
8	66130681	66133282	+	transcript:Zm00001d009472_T006	gene:Zm00001d009472	0.12	0.66
8	66181870	66189883	-	transcript:Zm00001d009474_T001	gene:Zm00001d009474	0.11	0.5
8	66861002	66863797	-	transcript:Zm00001d009482_T003	gene:Zm00001d009482	0.20	0.71
8	66861002	66863797	-	transcript:Zm00001d009482_T002	gene:Zm00001d009482	0.18	0.57
8	65306994	65309426	+	transcript:Zm00001d009454_T001	gene:Zm00001d009454	0.15	0.66
8	67646642	67648721	+	transcript:Zm00001d009502_T001	gene:Zm00001d009502	0.28	0.5
8	67746876	67752942	+	transcript:Zm00001d009503_T001	gene:Zm00001d009503	0.26	0.75
8	68956827	68959518	-	transcript:Zm00001d009525_T001	gene:Zm00001d009525	0.16	0.66
8	69433548	69438436	-	transcript:Zm00001d009542_T002	gene:Zm00001d009542	0.01	0.75
8	68444917	68451485	-	transcript:Zm00001d009513_T003	gene:Zm00001d009513	0.29	0.66
8	68506359	68510424	+	transcript:Zm00001d009515_T001	gene:Zm00001d009515	0.26	0.66
8	68556381	68564782	-	transcript:Zm00001d009517_T001	gene:Zm00001d009517	0.29	0.57
8	69086355	69090342	+	transcript:Zm00001d009529_T001	gene:Zm00001d009529	0.26	0.5
8	69709091	69711235	-	transcript:Zm00001d009547_T002	gene:Zm00001d009547	0.17	0.5
8	69755640	69758761	+	transcript:Zm00001d009548_T001	gene:Zm00001d009548	0.18	0.66
8	69755645	69758823	+	transcript:Zm00001d009548_T004	gene:Zm00001d009548	0.19	0.66
8	69581434	69582196	+	transcript:Zm00001d009545_T001	gene:Zm00001d009545	0.45	0.66
8	70020682	70022525	-	transcript:Zm00001d009556_T002	gene:Zm00001d009556	0.34	0.33
8	70128960	70129765	+	transcript:Zm00001d009560_T001	gene:Zm00001d009560	0.32	0.5
8	71474887	71476218	-	transcript:Zm00001d009575_T001	gene:Zm00001d009575	0.24	0.66
8	71626296	71629642	+	transcript:Zm00001d009580_T002	gene:Zm00001d009580	0.29	0.66
8	71287680	71293262	+	transcript:Zm00001d009571_T011	gene:Zm00001d009571	0.08	0.75
8	71290289	71293218	+	transcript:Zm00001d009571_T013	gene:Zm00001d009571	0.33	0.75
8	71290298	71293240	+	transcript:Zm00001d009571_T014	gene:Zm00001d009571	0.33	0.75
8	71080370	71081326	-	transcript:Zm00001d009569_T001	gene:Zm00001d009569	0.24	0.5
8	71890335	71894694	+	transcript:Zm00001d009588_T001	gene:Zm00001d009588	0.21	0.38
8	72763170	72767943	+	transcript:Zm00001d009603_T002	gene:Zm00001d009603	0.21	0.75
8	72861164	72868595	+	transcript:Zm00001d009605_T001	gene:Zm00001d009605	0.43	0.64
8	72973750	72978340	-	transcript:Zm00001d009610_T002	gene:Zm00001d009610	0.35	0.5
8	72088031	72089828	-	transcript:Zm00001d009592_T001	gene:Zm00001d009592	0.34	0.4
8	73563517	73564793	+	transcript:Zm00001d009619_T001	gene:Zm00001d009619	0.08	0.5
8	73343604	73351469	-	transcript:Zm00001d009617_T001	gene:Zm00001d009617	0.18	0.62
8	73343604	73351556	-	transcript:Zm00001d009617_T002	gene:Zm00001d009617	0.16	0.57
8	73343981	73351466	-	transcript:Zm00001d009617_T004	gene:Zm00001d009617	0.21	0.55
8	73343981	73351469	-	transcript:Zm00001d009617_T005	gene:Zm00001d009617	0.21	0.66
8	73343981	73351556	-	transcript:Zm00001d009617_T006	gene:Zm00001d009617	0.20	0.62
8	73344099	73351465	-	transcript:Zm00001d009617_T014	gene:Zm00001d009617	0.20	0.66
8	73344099	73351469	-	transcript:Zm00001d009617_T026	gene:Zm00001d009617	0.23	0.44
8	73344099	73351483	-	transcript:Zm00001d009617_T031	gene:Zm00001d009617	0.21	0.66
8	73344099	73351556	-	transcript:Zm00001d009617_T036	gene:Zm00001d009617	0.21	0.62
8	74319439	74349436	-	transcript:Zm00001d009649_T001	gene:Zm00001d009649	0.15	0.5
8	74062769	74068522	-	transcript:Zm00001d009641_T001	gene:Zm00001d009641	0.40	0.44
8	72497718	72505570	+	transcript:Zm00001d009600_T003	gene:Zm00001d009600	0.33	0.68
8	72497718	72505570	+	transcript:Zm00001d009600_T004	gene:Zm00001d009600	0.33	0.73
8	74428604	74430060	+	transcript:Zm00001d009651_T001	gene:Zm00001d009651	0.36	0.5
8	75406726	75411822	+	transcript:Zm00001d009676_T004	gene:Zm00001d009676	0.16	0.66
8	75406785	75412741	+	transcript:Zm00001d009676_T006	gene:Zm00001d009676	0.01	0.5
8	74879413	74913123	+	transcript:Zm00001d009657_T001	gene:Zm00001d009657	0.29	0.33
8	74911144	74912945	+	transcript:Zm00001d009657_T005	gene:Zm00001d009657	0.40	0.66
8	75938840	75946196	-	transcript:Zm00001d009688_T001	gene:Zm00001d009688	0.09	0.75
8	77390569	77394258	-	transcript:Zm00001d009715_T001	gene:Zm00001d009715	0.00	0.66
8	77013599	77017336	-	transcript:Zm00001d009708_T002	gene:Zm00001d009708	0.16	0.75
8	78048174	78050567	+	transcript:Zm00001d009727_T001	gene:Zm00001d009727	0.39	0.75
8	78048174	78051296	+	transcript:Zm00001d009727_T006	gene:Zm00001d009727	0.32	0.71
8	78053324	78054686	-	transcript:Zm00001d009728_T001	gene:Zm00001d009728	0.32	0.4
8	78166129	78167664	+	transcript:Zm00001d009730_T001	gene:Zm00001d009730	0.14	0.66
8	76269865	76274649	+	transcript:Zm00001d009697_T001	gene:Zm00001d009697	0.27	0.57
8	76269865	76274649	+	transcript:Zm00001d009697_T002	gene:Zm00001d009697	0.26	0.57
8	75781375	75788228	+	transcript:Zm00001d009683_T017	gene:Zm00001d009683	0.15	0.66
8	78406145	78411069	+	transcript:Zm00001d009731_T004	gene:Zm00001d009731	0.06	0.75
8	78413554	78415125	-	transcript:Zm00001d009732_T001	gene:Zm00001d009732	0.12	0.33
8	78509951	78519823	+	transcript:Zm00001d009733_T002	gene:Zm00001d009733	0.26	0.75
8	78510016	78519823	+	transcript:Zm00001d009733_T003	gene:Zm00001d009733	0.27	0.6
8	78513843	78519823	+	transcript:Zm00001d009733_T004	gene:Zm00001d009733	0.26	0.5
8	78516311	78519823	+	transcript:Zm00001d009733_T005	gene:Zm00001d009733	0.42	0.6
8	78554635	78556193	-	transcript:Zm00001d009734_T001	gene:Zm00001d009734	0.11	0.5
8	78597291	78602479	+	transcript:Zm00001d009735_T001	gene:Zm00001d009735	0.24	0.33
8	77913640	77920843	-	transcript:Zm00001d009724_T001	gene:Zm00001d009724	0.47	0.57
8	77913640	77921494	-	transcript:Zm00001d009724_T002	gene:Zm00001d009724	0.46	0.37
8	77913640	77921494	-	transcript:Zm00001d009724_T003	gene:Zm00001d009724	0.45	0.44
8	77913640	77925636	-	transcript:Zm00001d009724_T009	gene:Zm00001d009724	0.31	0.71
8	79546984	79548268	+	transcript:Zm00001d009749_T023	gene:Zm00001d009749	0.42	0.66
8	79546984	79548316	+	transcript:Zm00001d009749_T024	gene:Zm00001d009749	0.41	0.66
8	79664630	79676090	-	transcript:Zm00001d009751_T001	gene:Zm00001d009751	0.13	0.6
8	80076038	80077740	-	transcript:Zm00001d009760_T004	gene:Zm00001d009760	0.40	0.33
8	80076038	80077911	-	transcript:Zm00001d009760_T005	gene:Zm00001d009760	0.40	0.33
8	79788466	79795801	-	transcript:Zm00001d009753_T004	gene:Zm00001d009753	0.30	0.5
8	79788466	79795801	-	transcript:Zm00001d009753_T005	gene:Zm00001d009753	0.32	0.6
8	80434028	80439890	+	transcript:Zm00001d009771_T006	gene:Zm00001d009771	0.25	0.36
8	80504948	80508140	+	transcript:Zm00001d009773_T002	gene:Zm00001d009773	0.20	0.66
8	80600743	80602204	-	transcript:Zm00001d009776_T001	gene:Zm00001d009776	0.03	0.5
8	80257607	80258442	+	transcript:Zm00001d009766_T002	gene:Zm00001d009766	0.36	0.66
8	80257607	80258800	+	transcript:Zm00001d009766_T003	gene:Zm00001d009766	0.38	0.66
8	80257607	80259115	+	transcript:Zm00001d009766_T005	gene:Zm00001d009766	0.19	0.66
8	80257607	80259115	+	transcript:Zm00001d009766_T004	gene:Zm00001d009766	0.38	0.33
8	80078127	80082469	+	transcript:Zm00001d009761_T004	gene:Zm00001d009761	0.32	0.72
8	80078127	80082890	+	transcript:Zm00001d009761_T006	gene:Zm00001d009761	0.29	0.75
8	81143296	81148339	-	transcript:Zm00001d009786_T001	gene:Zm00001d009786	0.36	0.62
8	80843265	80852115	-	transcript:Zm00001d009783_T002	gene:Zm00001d009783	0.35	0.71
8	81398779	81403232	+	transcript:Zm00001d009789_T002	gene:Zm00001d009789	0.37	0.6
8	81562747	81563859	+	transcript:Zm00001d009790_T001	gene:Zm00001d009790	0.40	0.66
8	82284833	82286043	-	transcript:Zm00001d009805_T001	gene:Zm00001d009805	0.22	0.5
8	81981674	81983148	+	transcript:Zm00001d009798_T001	gene:Zm00001d009798	0.02	0.75
8	82095098	82105652	+	transcript:Zm00001d009801_T001	gene:Zm00001d009801	0.17	0.75
8	82152551	82155226	-	transcript:Zm00001d009802_T001	gene:Zm00001d009802	0.21	0.33
8	82521546	82526249	+	transcript:Zm00001d009811_T002	gene:Zm00001d009811	0.12	0.5
8	79181905	79185286	+	transcript:Zm00001d009745_T031	gene:Zm00001d009745	0.43	0.7
8	81738618	81740367	-	transcript:Zm00001d009793_T003	gene:Zm00001d009793	0.29	0.6
8	81738618	81740367	-	transcript:Zm00001d009793_T001	gene:Zm00001d009793	0.33	0.75
8	81800494	81802622	-	transcript:Zm00001d009796_T001	gene:Zm00001d009796	0.12	0.75
8	81800515	81802555	-	transcript:Zm00001d009796_T002	gene:Zm00001d009796	0.14	0.66
8	84441737	84443079	+	transcript:Zm00001d009837_T003	gene:Zm00001d009837	0.44	0.33
8	85720161	85720807	+	transcript:Zm00001d009862_T001	gene:Zm00001d009862	0.31	0.5
8	85721587	85728499	+	transcript:Zm00001d009863_T001	gene:Zm00001d009863	0.28	0.55
8	84728701	84730303	+	transcript:Zm00001d009843_T001	gene:Zm00001d009843	0.46	0.6
8	85387075	85393144	+	transcript:Zm00001d009856_T001	gene:Zm00001d009856	0.29	0.63
8	85446294	85447646	-	transcript:Zm00001d009858_T001	gene:Zm00001d009858	0.38	0.5
8	85446617	85449443	-	transcript:Zm00001d009858_T004	gene:Zm00001d009858	0.27	0.5
8	86257501	86260234	+	transcript:Zm00001d009870_T002	gene:Zm00001d009870	0.06	0.33
8	86257705	86260238	+	transcript:Zm00001d009870_T004	gene:Zm00001d009870	0.10	0.5
8	86257875	86260115	+	transcript:Zm00001d009870_T009	gene:Zm00001d009870	0.18	0.5
8	86257875	86260115	+	transcript:Zm00001d009870_T007	gene:Zm00001d009870	0.21	0.5
8	86258031	86260115	+	transcript:Zm00001d009870_T011	gene:Zm00001d009870	0.20	0.5
8	85802018	85806840	+	transcript:Zm00001d009866_T005	gene:Zm00001d009866	0.04	0.66
8	86006252	86008459	-	transcript:Zm00001d009868_T009	gene:Zm00001d009868	0.24	0.5
8	86006252	86008459	-	transcript:Zm00001d009868_T010	gene:Zm00001d009868	0.21	0.5
8	86006263	86008310	-	transcript:Zm00001d009868_T012	gene:Zm00001d009868	0.23	0.5
8	87060552	87077799	-	transcript:Zm00001d009880_T001	gene:Zm00001d009880	0.28	0.75
8	87083361	87084596	-	transcript:Zm00001d009881_T001	gene:Zm00001d009881	0.44	0.33
8	86435082	86440261	+	transcript:Zm00001d009872_T002	gene:Zm00001d009872	0.32	0.55
8	86595281	86616755	+	transcript:Zm00001d009873_T001	gene:Zm00001d009873	0.26	0.55
8	88349349	88350789	+	transcript:Zm00001d009897_T001	gene:Zm00001d009897	0.36	0.5
8	88354406	88355246	+	transcript:Zm00001d009898_T001	gene:Zm00001d009898	0.31	0.5
8	88703848	88707296	+	transcript:Zm00001d009905_T002	gene:Zm00001d009905	0.38	0.33
8	88820372	88824266	-	transcript:Zm00001d009908_T003	gene:Zm00001d009908	0.32	0.5
8	88820372	88824364	-	transcript:Zm00001d009908_T004	gene:Zm00001d009908	0.19	0.66
8	88820372	88824486	-	transcript:Zm00001d009908_T006	gene:Zm00001d009908	0.30	0.75
8	89305511	89308955	+	transcript:Zm00001d009912_T001	gene:Zm00001d009912	0.24	0.33
8	89367383	89369652	-	transcript:Zm00001d009917_T001	gene:Zm00001d009917	0.14	0.75
8	89463524	89490687	+	transcript:Zm00001d009919_T001	gene:Zm00001d009919	0.30	0.66
8	89477796	89479625	-	transcript:Zm00001d009921_T001	gene:Zm00001d009921	0.50	0.5
8	89557678	89567208	-	transcript:Zm00001d009925_T001	gene:Zm00001d009925	0.32	0.53
8	90687124	90692850	-	transcript:Zm00001d009938_T002	gene:Zm00001d009938	0.34	0.75
8	90323684	90345058	-	transcript:Zm00001d009930_T002	gene:Zm00001d009930	0.35	0.66
8	90455547	90456568	-	transcript:Zm00001d009932_T002	gene:Zm00001d009932	0.15	0.5
8	91667723	91670375	+	transcript:Zm00001d009946_T002	gene:Zm00001d009946	0.37	0.5
8	90887412	90888370	-	transcript:Zm00001d009940_T001	gene:Zm00001d009940	0.46	0.5
8	92126012	92128542	-	transcript:Zm00001d009953_T001	gene:Zm00001d009953	0.36	0.57
8	92365751	92370669	+	transcript:Zm00001d009958_T001	gene:Zm00001d009958	0.42	0.33
8	92810217	92814940	-	transcript:Zm00001d009968_T001	gene:Zm00001d009968	0.26	0.5
8	92810217	92814940	-	transcript:Zm00001d009968_T002	gene:Zm00001d009968	0.27	0.37
8	93239142	93240713	-	transcript:Zm00001d009979_T001	gene:Zm00001d009979	0.06	0.75
8	91941258	91943246	-	transcript:Zm00001d009949_T001	gene:Zm00001d009949	0.05	0.5
8	91947609	91952525	+	transcript:Zm00001d009950_T007	gene:Zm00001d009950	0.18	0.66
8	91947756	91952524	+	transcript:Zm00001d009950_T008	gene:Zm00001d009950	0.22	0.5
8	93324376	93339948	-	transcript:Zm00001d009983_T002	gene:Zm00001d009983	0.30	0.71
8	93548283	93549790	+	transcript:Zm00001d009987_T001	gene:Zm00001d009987	0.32	0.5
8	93548364	93551716	+	transcript:Zm00001d009987_T004	gene:Zm00001d009987	0.10	0.5
8	93778552	93782184	-	transcript:Zm00001d009994_T002	gene:Zm00001d009994	0.10	0.5
8	94987331	94992881	-	transcript:Zm00001d010009_T003	gene:Zm00001d010009	0.45	0.66
8	95340879	95346245	-	transcript:Zm00001d010019_T002	gene:Zm00001d010019	0.36	0.62
8	96478441	96481137	-	transcript:Zm00001d010037_T001	gene:Zm00001d010037	0.27	0.33
8	96545534	96547961	+	transcript:Zm00001d010039_T001	gene:Zm00001d010039	0.34	0.6
8	87301378	87309802	-	transcript:Zm00001d009883_T001	gene:Zm00001d009883	0.35	0.66
8	87301379	87312091	-	transcript:Zm00001d009883_T005	gene:Zm00001d009883	0.17	0.6
8	87301379	87313109	-	transcript:Zm00001d009883_T009	gene:Zm00001d009883	0.12	0.75
8	87301380	87313088	-	transcript:Zm00001d009883_T011	gene:Zm00001d009883	0.35	0.66
8	87301380	87313110	-	transcript:Zm00001d009883_T016	gene:Zm00001d009883	0.42	0.33
8	87301399	87313054	-	transcript:Zm00001d009883_T052	gene:Zm00001d009883	0.16	0.6
8	87301400	87313037	-	transcript:Zm00001d009883_T056	gene:Zm00001d009883	0.27	0.42
8	87301400	87313100	-	transcript:Zm00001d009883_T060	gene:Zm00001d009883	0.38	0.75
8	87301402	87313051	-	transcript:Zm00001d009883_T072	gene:Zm00001d009883	0.13	0.71
8	87301406	87312000	-	transcript:Zm00001d009883_T088	gene:Zm00001d009883	0.18	0.71
8	87301408	87313054	-	transcript:Zm00001d009883_T093	gene:Zm00001d009883	0.12	0.66
8	87301409	87313100	-	transcript:Zm00001d009883_T096	gene:Zm00001d009883	0.38	0.42
8	87301427	87313105	-	transcript:Zm00001d009883_T103	gene:Zm00001d009883	0.18	0.71
8	87301548	87312903	-	transcript:Zm00001d009883_T113	gene:Zm00001d009883	0.17	0.75
8	96795397	96802497	-	transcript:Zm00001d010046_T001	gene:Zm00001d010046	0.12	0.73
8	96814230	96821045	+	transcript:Zm00001d010047_T001	gene:Zm00001d010047	0.39	0.5
8	95481917	95494643	+	transcript:Zm00001d010021_T008	gene:Zm00001d010021	0.25	0.71
8	95603408	95610248	+	transcript:Zm00001d010023_T002	gene:Zm00001d010023	0.20	0.71
8	95603408	95610248	+	transcript:Zm00001d010023_T003	gene:Zm00001d010023	0.36	0.55
8	96929763	96933742	-	transcript:Zm00001d010049_T001	gene:Zm00001d010049	0.23	0.4
8	98132272	98144958	-	transcript:Zm00001d010068_T001	gene:Zm00001d010068	0.36	0.66
8	98133771	98134714	-	transcript:Zm00001d010068_T002	gene:Zm00001d010068	0.47	0.66
8	98133771	98144958	-	transcript:Zm00001d010068_T003	gene:Zm00001d010068	0.44	0.71
8	98138530	98144958	-	transcript:Zm00001d010068_T004	gene:Zm00001d010068	0.44	0.33
8	98186388	98188330	+	transcript:Zm00001d010069_T001	gene:Zm00001d010069	0.24	0.33
8	97426597	97434373	+	transcript:Zm00001d010054_T002	gene:Zm00001d010054	0.41	0.33
8	97186607	97188539	-	transcript:Zm00001d010050_T001	gene:Zm00001d010050	0.39	0.5
8	97186709	97202789	-	transcript:Zm00001d010050_T006	gene:Zm00001d010050	0.18	0.71
8	98038266	98039602	-	transcript:Zm00001d010064_T001	gene:Zm00001d010064	0.29	0.66
8	99105737	99112998	+	transcript:Zm00001d010094_T001	gene:Zm00001d010094	0.36	0.33
8	99153390	99164703	-	transcript:Zm00001d010098_T002	gene:Zm00001d010098	0.26	0.33
8	99176662	99179142	-	transcript:Zm00001d010099_T001	gene:Zm00001d010099	0.38	0.6
8	99265097	99267822	+	transcript:Zm00001d010104_T001	gene:Zm00001d010104	0.19	0.6
8	98787775	98803620	+	transcript:Zm00001d010084_T001	gene:Zm00001d010084	0.19	0.45
8	97570198	97574373	-	transcript:Zm00001d010060_T001	gene:Zm00001d010060	0.13	0.66
8	99704881	99707179	-	transcript:Zm00001d010113_T001	gene:Zm00001d010113	0.30	0.75
8	100373708	100381929	+	transcript:Zm00001d010126_T009	gene:Zm00001d010126	0.08	0.66
8	99366471	99367549	-	transcript:Zm00001d010108_T001	gene:Zm00001d010108	0.13	0.5
8	100554189	100558517	-	transcript:Zm00001d010128_T002	gene:Zm00001d010128	0.32	0.5
8	100554189	100558541	-	transcript:Zm00001d010128_T003	gene:Zm00001d010128	0.12	0.33
8	100001051	100003417	-	transcript:Zm00001d010120_T002	gene:Zm00001d010120	0.17	0.66
8	100001051	100003421	-	transcript:Zm00001d010120_T003	gene:Zm00001d010120	0.29	0.75
8	100001051	100003421	-	transcript:Zm00001d010120_T004	gene:Zm00001d010120	0.30	0.75
8	102489032	102493406	-	transcript:Zm00001d010162_T002	gene:Zm00001d010162	0.08	0.33
8	101498399	101501898	-	transcript:Zm00001d010149_T006	gene:Zm00001d010149	0.18	0.66
8	101516044	101519727	+	transcript:Zm00001d010151_T001	gene:Zm00001d010151	0.40	0.42
8	101638347	101645644	+	transcript:Zm00001d010152_T002	gene:Zm00001d010152	0.22	0.33
8	101394042	101397698	-	transcript:Zm00001d010146_T003	gene:Zm00001d010146	0.14	0.66
8	101394056	101397467	-	transcript:Zm00001d010146_T006	gene:Zm00001d010146	0.18	0.66
8	101394056	101397635	-	transcript:Zm00001d010146_T007	gene:Zm00001d010146	0.15	0.66
8	101394056	101397640	-	transcript:Zm00001d010146_T009	gene:Zm00001d010146	0.17	0.5
8	101394056	101397640	-	transcript:Zm00001d010146_T008	gene:Zm00001d010146	0.15	0.66
8	101394056	101397678	-	transcript:Zm00001d010146_T010	gene:Zm00001d010146	0.21	0.5
8	101394056	101397681	-	transcript:Zm00001d010146_T011	gene:Zm00001d010146	0.15	0.66
8	101394056	101397699	-	transcript:Zm00001d010146_T013	gene:Zm00001d010146	0.14	0.66
8	101193687	101196577	+	transcript:Zm00001d010143_T001	gene:Zm00001d010143	0.33	0.5
8	102646582	102647800	+	transcript:Zm00001d010166_T001	gene:Zm00001d010166	0.38	0.4
8	102868668	102871018	-	transcript:Zm00001d010172_T001	gene:Zm00001d010172	0.34	0.71
8	103505231	103510934	+	transcript:Zm00001d010195_T001	gene:Zm00001d010195	0.15	0.66
8	103505418	103510959	+	transcript:Zm00001d010195_T002	gene:Zm00001d010195	0.20	0.5
8	103505729	103510724	+	transcript:Zm00001d010195_T004	gene:Zm00001d010195	0.40	0.5
8	103511647	103515671	-	transcript:Zm00001d010196_T002	gene:Zm00001d010196	0.36	0.37
8	103305623	103307508	+	transcript:Zm00001d010181_T001	gene:Zm00001d010181	0.30	0.5
8	103456053	103460657	+	transcript:Zm00001d010190_T001	gene:Zm00001d010190	0.14	0.66
